Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Pkt Len Mean,Pkt Len Std,Pkt Len Var
8.8.8.8-10.11.10.25-443-55958-6,8.8.8.8,443,10.11.10.25,55958,6,7590,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,66139.65744,658.7615283,60,40,123.5,126.8270476,16085.1
3.33.235.18-10.11.10.25-443-55960-6,10.11.10.25,55960,3.33.235.18,443,6,114754,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,33985.74342,104.5715182,120,144,300,535.436582,286692.3333
255.255.255.255-10.11.8.156-137-41710-17,10.11.8.156,41710,255.255.255.255,137,17,101950596,1,1,50,50,50,50,50,0,50,50,50,0,0.980867243,0.019617345,8,8,50,0,0
3.33.235.18-10.11.10.25-443-55960-6,3.33.235.18,443,10.11.10.25,55960,6,9086,1,2,0,1439,0,0,0,0,1439,0,719.5,1017.526658,158375.5228,330.1782963,20,52,719.5,830.8070374,690240.3333
8.8.8.8-10.11.10.25-443-55963-6,10.11.10.25,55963,8.8.8.8,443,6,63137,6,6,1114,2960,523,0,185.6666667,260.5614451,1460,0,493.3333333,727.1774657,64526.34747,190.0628791,120,144,313.3846154,530.2332095,281147.2564
8.8.8.8-10.11.10.25-443-55963-6,8.8.8.8,443,10.11.10.25,55963,6,6238,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,80474.51106,801.5389548,60,40,123.5,126.8270476,16085.1
8.8.8.8-10.11.10.25-443-55235-6,10.11.10.25,55235,8.8.8.8,443,6,29272750,1,1,342,1,342,342,342,0,1,1,1,0,11.71738221,0.068322928,20,20,114.6666667,196.8764418,38760.33333
8.8.8.8-10.11.10.25-443-55240-6,10.11.10.25,55240,8.8.8.8,443,6,29272743,1,1,342,1,342,342,342,0,1,1,1,0,11.71738501,0.068322945,20,20,114.6666667,196.8764418,38760.33333
142.250.192.3-10.11.10.25-443-55965-6,10.11.10.25,55965,142.250.192.3,443,6,368083,8,8,1637,3069,523,0,204.625,263.1815981,1460,0,383.625,650.7992751,12785.15987,43.46845684,172,196,276.8235294,478.2268336,228700.9044
8.8.8.8-10.11.10.25-443-55317-6,10.11.10.25,55317,8.8.8.8,443,6,53130165,2,1,518,517,517,1,259,364.8670991,517,517,517,0,19.48045898,0.056465098,40,20,388,258,66564
142.250.192.3-10.11.10.25-443-55965-6,142.250.192.3,443,10.11.10.25,55965,6,22883,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,21937.683,218.5028187,60,40,123.5,126.8270476,16085.1
8.8.8.8-10.11.10.25-443-55966-6,10.11.10.25,55966,8.8.8.8,443,6,229679,6,6,883,2960,517,0,147.1666667,225.7790218,1460,0,493.3333333,727.1774657,16732.04777,52.24683145,120,144,295.6153846,528.597285,279415.0897
3.33.235.18-10.11.10.25-443-55967-6,10.11.10.25,55967,3.33.235.18,443,6,41383,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,94241.59679,289.974144,120,144,300,535.436582,286692.3333
10.11.10.25-34.107.221.82-55946-80-6,10.11.10.25,55946,34.107.221.82,80,6,4361542,5,5,606,0,303,0,121.2,165.9599349,0,0,0,0,138.9416862,2.292767099,124,136,55.09090909,122.569535,15023.29091
10.11.10.25-104.18.7.183-55968-443-6,10.11.10.25,55968,104.18.7.183,443,6,1156424,8,16,1929,2985,517,0,241.125,257.0794416,1460,0,186.5625,491.1203476,4249.306483,20.75363362,160,452,196.56,415.1676449,172364.1733
10.11.10.25-34.107.221.82-55946-80-6,10.11.10.25,55946,34.107.221.82,80,6,113026,0,4,0,0,0,0,0,0,0,0,0,0,0,35.39008724,0,104,0,0,0
3.33.235.18-10.11.10.25-443-55969-6,10.11.10.25,55969,3.33.235.18,443,6,694932,7,7,902,2998,517,0,128.8571429,216.7782497,1460,0,428.2857143,698.5844531,5612.059885,20.145856,152,176,260,506.8324603,256879.1429
3.33.235.18-10.11.10.25-443-55970-6,10.11.10.25,55970,3.33.235.18,443,6,441766,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,8828.203166,27.16370205,120,144,300,535.436582,286692.3333
8.8.8.8-10.11.10.25-443-55203-6,10.11.10.25,55203,8.8.8.8,443,6,60005827,1,1,523,523,523,523,523,0,523,523,523,0,17.43164043,0.033330096,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55204-6,10.11.10.25,55204,8.8.8.8,443,6,60005827,1,1,523,523,523,523,523,0,523,523,523,0,17.43164043,0.033330096,20,20,523,0,0
10.11.10.25-34.107.221.82-55946-80-6,10.11.10.25,55946,34.107.221.82,80,6,255058,0,2,0,1026,0,0,0,0,1026,0,513,725.4915575,4022.614464,7.841353731,0,40,342,592.3613762,350892
10.11.10.25-34.107.221.82-55946-80-6,10.11.10.25,55946,34.107.221.82,80,6,1092,1,1,0,0,0,0,0,0,0,0,0,0,0,1831.501832,20,20,0,0,0
10.11.10.25-35.186.224.25-55972-443-6,10.11.10.25,55972,35.186.224.25,443,6,766411,6,6,1114,2986,523,0,185.6666667,260.5614451,1460,0,497.6666667,733.7162031,5349.610066,15.65739531,120,144,315.3846154,534.7076364,285912.2564
10.11.10.25-35.186.224.25-55972-443-6,35.186.224.25,443,10.11.10.25,55972,6,64829,1,2,24,239,24,24,24,0,239,0,119.5,168.9985207,4056.82642,46.27558654,20,40,125.5,131.4242494,17272.33333
8.8.8.8-10.11.10.25-443-55233-6,10.11.10.25,55233,8.8.8.8,443,6,60016074,1,1,523,523,523,523,523,0,523,523,523,0,17.42866419,0.033324406,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55257-6,10.11.10.25,55257,8.8.8.8,443,6,28717756,1,1,342,1,342,342,342,0,1,1,1,0,11.94383015,0.069643324,20,20,114.6666667,196.8764418,38760.33333
3.33.235.18-10.11.10.25-443-55973-6,10.11.10.25,55973,3.33.235.18,443,6,155577,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,25067.97277,77.13222391,120,144,300,535.436582,286692.3333
3.33.235.18-10.11.10.25-443-55973-6,3.33.235.18,443,10.11.10.25,55973,6,10853,1,2,0,1439,0,0,0,0,1439,0,719.5,1017.526658,132590.0673,276.421266,20,52,719.5,830.8070374,690240.3333
8.8.8.8-10.11.10.25-443-55239-6,10.11.10.25,55239,8.8.8.8,443,6,60003868,1,1,523,523,523,523,523,0,523,523,523,0,17.43220954,0.033331185,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55238-6,10.11.10.25,55238,8.8.8.8,443,6,60004352,1,1,523,523,523,523,523,0,523,523,523,0,17.43206893,0.033330916,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55977-6,10.11.10.25,55977,8.8.8.8,443,6,107026,6,6,1114,2960,523,0,185.6666667,260.5614451,1460,0,493.3333333,727.1774657,38065.51679,112.122288,120,144,313.3846154,530.2332095,281147.2564
8.8.8.8-10.11.10.25-443-55977-6,8.8.8.8,443,10.11.10.25,55977,6,29835,4,3,502,1401,239,0,125.5,131.4242494,1401,0,467,808.8677271,63784.14614,234.623764,80,72,413,618.2773303,382266.8571
8.8.8.8-10.11.10.25-443-55242-6,10.11.10.25,55242,8.8.8.8,443,6,60006456,1,1,523,523,523,523,523,0,523,523,523,0,17.43145771,0.033329747,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55979-6,10.11.10.25,55979,8.8.8.8,443,6,197740,6,6,883,2960,517,0,147.1666667,225.7790218,1460,0,493.3333333,727.1774657,19434.61111,60.68574896,120,144,295.6153846,528.597285,279415.0897
8.8.8.8-10.11.10.25-443-55253-6,10.11.10.25,55253,8.8.8.8,443,6,60007945,1,1,523,523,523,523,523,0,523,523,523,0,17.43102518,0.03332892,20,20,523,0,0
142.250.76.206-10.11.10.25-443-55983-6,10.11.10.25,55983,142.250.76.206,443,6,401485,6,7,1114,2970,523,0,185.6666667,260.5614451,1460,0,424.2857143,691.8807012,10172.23558,32.37979003,120,164,291.7142857,517.9289272,268250.3736
142.250.76.206-10.11.10.25-443-55983-6,142.250.76.206,443,10.11.10.25,55983,6,458,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,1096069.869,10917.03057,60,40,123.5,126.8270476,16085.1
10.11.10.25-104.18.6.183-55984-443-6,10.11.10.25,55984,104.18.6.183,443,6,58483,6,6,919,2967,550,0,153.1666667,237.2091201,1460,0,494.5,728.9284601,66446.65971,205.1878324,120,144,298.9230769,531.0642556,282029.2436
8.8.8.8-10.11.10.25-443-55220-6,10.11.10.25,55220,8.8.8.8,443,6,60006911,1,1,523,523,523,523,523,0,523,523,523,0,17.43132554,0.033329494,20,20,523,0,0
3.33.235.18-10.11.10.25-443-55985-6,10.11.10.25,55985,3.33.235.18,443,6,268267,18,17,902,18827,517,0,50.11111111,144.0967358,1460,0,1107.470588,619.4606644,73542.40365,130.4670347,592,364,548.0277778,688.1901517,473605.6849
8.8.8.8-10.11.10.25-443-55176-6,10.11.10.25,55176,8.8.8.8,443,6,35433766,1,1,342,1,342,342,342,0,1,1,1,0,9.680032317,0.056443337,20,20,114.6666667,196.8764418,38760.33333
8.8.8.8-10.11.10.25-443-55173-6,10.11.10.25,55173,8.8.8.8,443,6,35417405,1,1,342,1,342,342,342,0,1,1,1,0,9.684503989,0.056469411,20,20,114.6666667,196.8764418,38760.33333
10.11.10.25-52.182.143.211-55986-443-6,10.11.10.25,55986,52.182.143.211,443,6,145068,8,6,687,3002,326,0,85.875,138.9372289,1460,0,500.3333333,737.7871418,25429.45377,96.50646593,160,144,245.9333333,500.751074,250751.6381
10.11.10.25-52.182.143.211-55986-443-6,52.182.143.211,443,10.11.10.25,55986,6,249,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,2016064.257,20080.32129,60,40,123.5,126.8270476,16085.1
10.11.10.25-34.107.221.82-55988-80-6,10.11.10.25,55988,34.107.221.82,80,6,71232,2,4,303,0,303,0,151.5,214.2533547,0,0,0,0,4253.706199,84.23180593,40,104,43.28571429,114.5232353,13115.57143
10.11.10.25-34.107.221.82-55988-80-6,34.107.221.82,80,10.11.10.25,55988,6,1383,0,3,0,1026,0,0,0,0,1026,0,342,592.3613762,741865.5098,2169.197397,0,60,513,592.3613762,350892
8.8.8.8-10.11.10.25-443-55234-6,10.11.10.25,55234,8.8.8.8,443,6,35046000,1,1,24,1,24,24,24,0,1,1,1,0,0.713348171,0.057067854,20,20,8.666666667,13.27905619,176.3333333
8.8.8.8-10.11.10.25-443-55248-6,10.11.10.25,55248,8.8.8.8,443,6,35156424,1,1,24,1,24,24,24,0,1,1,1,0,0.711107592,0.056888607,20,20,8.666666667,13.27905619,176.3333333
8.8.8.8-10.11.10.25-443-55245-6,10.11.10.25,55245,8.8.8.8,443,6,35108770,1,1,24,1,24,24,24,0,1,1,1,0,0.712072795,0.056965824,20,20,8.666666667,13.27905619,176.3333333
8.8.8.8-10.11.10.25-443-55243-6,10.11.10.25,55243,8.8.8.8,443,6,35187323,1,1,24,1,24,24,24,0,1,1,1,0,0.710483148,0.056838652,20,20,8.666666667,13.27905619,176.3333333
3.33.235.18-10.11.10.25-443-55989-6,10.11.10.25,55989,3.33.235.18,443,6,100210,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,38918.27163,119.7485281,120,144,300,535.436582,286692.3333
8.8.8.8-10.11.10.25-443-55197-6,10.11.10.25,55197,8.8.8.8,443,6,14270385,1,1,74,1,74,74,74,0,1,1,1,0,5.255639564,0.140150388,20,20,25.33333333,42.14656965,1776.333333
8.8.8.8-10.11.10.25-443-55990-6,10.11.10.25,55990,8.8.8.8,443,6,15125,6,6,883,2960,517,0,147.1666667,225.7790218,1460,0,493.3333333,727.1774657,254082.6446,793.3884298,120,144,295.6153846,528.597285,279415.0897
8.8.8.8-10.11.10.25-443-55198-6,10.11.10.25,55198,8.8.8.8,443,6,14282106,1,1,74,1,74,74,74,0,1,1,1,0,5.25132638,0.14003537,20,20,25.33333333,42.14656965,1776.333333
3.33.235.18-10.11.10.25-443-55991-6,10.11.10.25,55991,3.33.235.18,443,6,519733,7,8,902,3097,517,0,128.8571429,216.7782497,1460,0,387.125,657.1580452,7694.335361,28.86097285,152,184,249.9375,491.298208,241373.9292
3.33.235.18-10.11.10.25-443-55991-6,3.33.235.18,443,10.11.10.25,55991,6,173882,1,2,0,1439,0,0,0,0,1439,0,719.5,1017.526658,8275.727217,17.25307967,20,52,719.5,830.8070374,690240.3333
8.8.8.8-10.11.10.25-443-55175-6,10.11.10.25,55175,8.8.8.8,443,6,60005428,1,1,517,517,517,517,517,0,517,517,517,0,17.23177443,0.033330318,20,20,517,0,0
8.8.8.8-10.11.10.25-443-55171-6,10.11.10.25,55171,8.8.8.8,443,6,50618566,2,1,25,1,24,1,12.5,16.26345597,1,1,1,0,0.513645527,0.059266792,40,20,6.75,11.5,132.25
8.8.8.8-10.11.10.25-443-55172-6,10.11.10.25,55172,8.8.8.8,443,6,50618762,2,1,25,1,24,1,12.5,16.26345597,1,1,1,0,0.513643538,0.059266562,40,20,6.75,11.5,132.25
3.33.235.18-10.11.10.25-443-55992-6,10.11.10.25,55992,3.33.235.18,443,6,331470,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,11765.77066,36.20237126,120,144,300,535.436582,286692.3333
10.11.10.25-34.107.221.82-55994-80-6,10.11.10.25,55994,34.107.221.82,80,6,143931,3,4,303,1026,303,0,101,174.9371316,1026,0,256.5,513,9233.591096,48.6344151,60,104,166.125,363.2600161,131957.8393
10.11.10.25-52.200.162.37-55997-443-6,10.11.10.25,55997,52.200.162.37,443,6,300255,5,7,1047,2994,523,0,209.4,283.5600466,1460,0,427.7142857,697.620889,13458.56022,39.96602888,100,164,310.8461538,538.9313262,290446.9744
10.11.10.25-52.200.162.37-55997-443-6,10.11.10.25,55997,52.200.162.37,443,6,456,1,1,0,0,0,0,0,0,0,0,0,0,0,4385.964912,20,20,0,0,0
3.33.235.18-10.11.10.25-443-56001-6,10.11.10.25,56001,3.33.235.18,443,6,247098,8,9,902,3196,517,0,112.75,205.8034777,1460,0,355.1111111,622.1724931,16584.51303,68.79861431,184,204,227.6666667,466.3331301,217466.5882
8.8.8.8-10.11.10.25-443-55178-6,10.11.10.25,55178,8.8.8.8,443,6,40529197,1,1,24,1,24,24,24,0,1,1,1,0,0.616839263,0.049347141,20,20,8.666666667,13.27905619,176.3333333
10.11.10.25-34.228.45.57-55998-443-6,10.11.10.25,55998,34.228.45.57,443,6,637715,10,12,907,4855,517,0,90.7,188.4309776,1460,0,404.5833333,633.9883077,9035.384145,34.49816924,248,264,250.5217391,492.8543828,242905.4427
10.11.10.25-34.228.45.57-55998-443-6,10.11.10.25,55998,34.228.45.57,443,6,66523,0,2,0,0,0,0,0,0,0,0,0,0,0,30.06478962,0,52,0,0,0
10.11.10.25-34.228.45.57-55999-443-6,10.11.10.25,55999,34.228.45.57,443,6,671052,7,6,1424,3009,517,0,203.4285714,251.4715737,1460,0,501.5,739.5792723,6606.045433,19.37256725,140,156,316.6428571,519.5658849,269948.7088
10.11.10.25-52.182.143.211-56002-443-6,10.11.10.25,56002,52.182.143.211,443,6,93588,8,6,687,3002,326,0,85.875,138.9372289,1460,0,500.3333333,737.7871418,39417.44668,149.591828,160,144,245.9333333,500.751074,250751.6381
10.11.10.25-52.182.143.211-56002-443-6,52.182.143.211,443,10.11.10.25,56002,6,1306,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,384379.7856,3828.48392,60,40,123.5,126.8270476,16085.1
3.33.235.18-10.11.10.25-443-56003-6,10.11.10.25,56003,3.33.235.18,443,6,100224,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,38912.83525,119.7318008,120,144,300,535.436582,286692.3333
10.11.10.25-104.18.7.183-56005-443-6,10.11.10.25,56005,104.18.7.183,443,6,92314,6,6,895,2985,517,0,149.1666667,227.893323,1460,0,497.5,733.4629507,42030.46125,129.9911173,120,144,298.4615385,533.0749815,284168.9359
142.250.192.3-10.11.10.25-443-56007-6,10.11.10.25,56007,142.250.192.3,443,6,166172,6,6,1114,2970,523,0,185.6666667,260.5614451,1460,0,495,729.6810262,24576.94437,72.21433214,120,144,314.1538462,531.9470284,282967.641
142.250.192.3-10.11.10.25-443-56007-6,142.250.192.3,443,10.11.10.25,56007,6,148774,4,3,502,1411,239,0,125.5,131.4242494,1411,0,470.3333333,814.6412298,12858.42956,47.05123207,80,72,415.5,622.8434795,387934
10.11.10.25-34.107.221.82-56009-80-6,10.11.10.25,56009,34.107.221.82,80,6,229808,2,5,303,1026,303,0,151.5,214.2533547,1026,0,205.2,458.841149,5783.088491,30.46021026,40,124,166.125,363.2600161,131957.8393
10.11.10.25-34.107.221.82-56009-80-6,10.11.10.25,56009,34.107.221.82,80,6,164,1,1,0,0,0,0,0,0,0,0,0,0,0,12195.12195,20,20,0,0,0
3.33.235.18-10.11.10.25-443-56012-6,10.11.10.25,56012,3.33.235.18,443,6,95632,6,6,902,2998,517,0,150.3333333,229.1660242,1460,0,499.6666667,736.7660868,40781.32843,125.4810105,120,144,300,535.436582,286692.3333
8.8.8.8-10.11.10.25-443-55177-6,10.11.10.25,55177,8.8.8.8,443,6,41573881,1,1,24,1,24,24,24,0,1,1,1,0,0.601339096,0.048107128,20,20,8.666666667,13.27905619,176.3333333
10.11.10.25-35.186.224.25-56011-443-6,10.11.10.25,56011,35.186.224.25,443,6,303213,6,6,1114,2986,523,0,185.6666667,260.5614451,1460,0,497.6666667,733.7162031,13521.84768,39.57613955,120,144,315.3846154,534.7076364,285912.2564
10.11.10.25-35.186.224.25-56011-443-6,35.186.224.25,443,10.11.10.25,56011,6,68024,4,3,502,1427,239,0,125.5,131.4242494,1427,0,475.6666667,823.8788341,28357.63848,102.9048571,80,72,419.5,630.151229,397090.5714
224.0.0.251-10.11.15.211-5353-5353-17,10.11.15.211,5353,224.0.0.251,5353,17,112583282,1,1,81,248,81,81,81,0,248,248,248,0,2.922281125,0.017764627,8,8,192.3333333,96.41749495,9296.333333
8.8.8.8-10.11.10.25-443-55298-6,10.11.10.25,55298,8.8.8.8,443,6,59429509,1,1,523,523,523,523,523,0,523,523,523,0,17.60068386,0.033653315,20,20,523,0,0
8.8.8.8-10.11.10.25-443-55200-6,10.11.10.25,55200,8.8.8.8,443,6,14265268,1,1,74,1,74,74,74,0,1,1,1,0,5.25752478,0.140200661,20,20,25.33333333,42.14656965,1776.333333
8.8.4.4-10.11.10.25-443-55185-6,10.11.10.25,55185,8.8.4.4,443,6,51008561,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29071159,0.058813657,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55186-6,10.11.10.25,55186,8.8.4.4,443,6,51008575,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29070602,0.058813641,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55188-6,10.11.10.25,55188,8.8.4.4,443,6,51008578,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29070483,0.058813637,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55187-6,10.11.10.25,55187,8.8.4.4,443,6,51008581,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29070364,0.058813634,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55194-6,10.11.10.25,55194,8.8.4.4,443,6,51008845,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29059862,0.058813329,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55193-6,10.11.10.25,55193,8.8.4.4,443,6,51008864,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29059106,0.058813307,40,20,388,258,66564
8.8.4.4-10.11.10.25-443-55208-6,10.11.10.25,55208,8.8.4.4,443,6,51014735,1,1,517,517,517,517,517,0,517,517,517,0,20.26865375,0.039204359,20,20,517,0,0
8.8.4.4-10.11.10.25-443-55262-6,10.11.10.25,55262,8.8.4.4,443,6,51000675,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29384905,0.058822751,40,20,388,258,66564
3.33.235.18-10.11.10.25-443-56013-6,10.11.10.25,56013,3.33.235.18,443,6,1089433,10,9,1624,3196,517,0,162.4,209.5207229,1460,0,355.1111111,622.1724931,4424.319807,17.4402648,224,216,241,443.01194,196259.5789
3.33.235.18-10.11.10.25-443-56013-6,3.33.235.18,443,10.11.10.25,56013,6,22316,3,2,0,1439,0,0,0,0,1439,0,719.5,1017.526658,64482.88224,224.0544901,72,52,479.6666667,743.0964047,552192.2667
8.8.4.4-10.11.10.25-443-55290-6,10.11.10.25,55290,8.8.4.4,443,6,51002896,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29296532,0.058820189,40,20,388,258,66564
10.11.10.25-34.107.221.82-56016-80-6,10.11.10.25,56016,34.107.221.82,80,6,40033,2,4,303,0,303,0,151.5,214.2533547,0,0,0,0,7568.755776,149.876352,40,104,43.28571429,114.5232353,13115.57143
10.11.10.25-34.107.221.82-56016-80-6,34.107.221.82,80,10.11.10.25,56016,6,1352,0,3,0,1026,0,0,0,0,1026,0,342,592.3613762,758875.7396,2218.934911,0,60,513,592.3613762,350892
3.33.235.18-10.11.10.25-443-56017-6,10.11.10.25,56017,3.33.235.18,443,6,157824,6,7,902,2998,517,0,150.3333333,229.1660242,1460,0,428.2857143,698.5844531,24711.07056,82.3702352,120,164,278.5714286,520.6415738,271067.6484
3.33.235.18-10.11.10.25-443-56017-6,3.33.235.18,443,10.11.10.25,56017,6,70840,1,2,0,1439,0,0,0,0,1439,0,719.5,1017.526658,20313.38227,42.34895539,20,52,719.5,830.8070374,690240.3333
204.79.197.239-10.11.10.25-443-56019-6,10.11.10.25,56019,204.79.197.239,443,6,56702,6,6,1114,2976,523,0,185.6666667,260.5614451,1460,0,496,731.189989,72131.49448,211.6327466,120,144,314.6153846,532.9796022,284067.2564
204.79.197.239-10.11.10.25-443-56019-6,204.79.197.239,443,10.11.10.25,56019,6,15117,3,3,478,1417,239,0,159.3333333,137.9867143,1417,0,472.3333333,818.1053314,125355.56,396.9041476,60,72,473.1428571,653.5761696,427161.8095
8.8.4.4-10.11.10.25-443-55314-6,10.11.10.25,55314,8.8.4.4,443,6,51002016,2,1,518,517,517,1,259,364.8670991,517,517,517,0,20.29331546,0.058821204,40,20,388,258,66564
8.8.8.8-10.11.10.25-53-61378-17,10.11.10.25,61378,8.8.8.8,53,17,1229612,0,2,0,88,0,0,0,0,60,28,44,22.627417,71.56729115,1.626529344,0,16,38.66666667,18.47520861,341.3333333
142.250.183.14-10.11.10.25-443-56021-6,10.11.10.25,56021,142.250.183.14,443,6,131435,7,7,1114,4397,523,0,159.1428571,247.9949116,1460,0,628.1428571,753.5005925,41929.47084,106.5165291,152,164,367.4,578.79651,335005.4
142.250.183.14-10.11.10.25-443-56021-6,142.250.183.14,443,10.11.10.25,56021,6,328051,12,2,5043,239,478,24,420.25,142.4513474,239,0,119.5,168.9985207,16101.155,42.67629119,240,40,368.0666667,174.1680087,30334.49524
3.33.235.18-10.11.10.25-443-56022-6,10.11.10.25,56022,3.33.235.18,443,6,467499,7,8,1419,2998,517,0,202.7142857,250.939378,1460,0,374.75,664.252695,9448.148552,32.08563013,140,196,276.0625,493.8440332,243881.9292
239.255.255.250-10.11.10.25-1900-64241-17,10.11.10.25,64241,239.255.255.250,1900,17,53814255,15,1,2055,137,137,137,137,0,137,137,137,0,40.73270177,0.297318991,120,8,137,0,0
10.11.10.25-104.18.7.183-55312-443-6,10.11.10.25,55312,104.18.7.183,443,6,51811356,3,1,356,354,354,1,118.6666667,203.804645,354,354,354,0,13.70355951,0.077203152,60,20,212.8,193.3460628,37382.7
10.11.10.25-35.186.224.13-55287-443-6,10.11.10.25,55287,35.186.224.13,443,6,60010125,1,1,74,74,74,74,74,0,74,74,74,0,2.466250487,0.033327709,20,20,74,0,0
8.8.4.4-10.11.10.25-443-55293-6,10.11.10.25,55293,8.8.4.4,443,6,60011004,1,1,74,74,74,74,74,0,74,74,74,0,2.466214363,0.033327221,20,20,74,0,0
8.8.4.4-10.11.10.25-443-55340-6,10.11.10.25,55340,8.8.4.4,443,6,16411302,1,1,342,1,342,342,342,0,1,1,1,0,20.90023083,0.121867235,20,20,114.6666667,196.8764418,38760.33333
8.8.4.4-10.11.10.25-443-55670-6,10.11.10.25,55670,8.8.4.4,443,6,77933169,6,4,0,0,0,0,0,0,0,0,0,0,0,0.12831507,180,116,0,0,0
8.8.4.4-10.11.10.25-443-55670-6,10.11.10.25,55670,8.8.4.4,443,6,897921,0,2,0,0,0,0,0,0,0,0,0,0,0,2.227367441,0,40,0,0,0
10.11.10.25-20.24.121.134-56048-443-6,10.11.10.25,56048,20.24.121.134,443,6,7976080,11,10,711,4901,338,0,64.63636364,127.7358781,1460,0,490.1,662.8985929,703.6037753,2.632872288,244,236,255.0909091,494.466611,244497.2294
10.11.10.25-52.113.194.132-56035-443-6,10.11.10.25,56035,52.113.194.132,443,6,13669821,11,15,887,4676,517,0,80.63636364,177.7797923,1460,0,311.7333333,578.7510527,406.9548533,1.902000034,304,348,206.037037,455.243002,207246.1909
10.11.10.25-52.109.56.86-56044-443-6,10.11.10.25,56044,52.109.56.86,443,6,9062701,8,8,709,2988,337,0,88.625,143.9314693,1460,0,373.5,661.9693562,407.9357799,1.765478084,172,208,217.4705882,473.5043714,224206.3897
10.11.10.25-52.109.56.86-56044-443-6,52.109.56.86,443,10.11.10.25,56044,6,1960,3,2,263,239,239,0,87.66666667,131.6067374,239,0,119.5,168.9985207,256122.449,2551.020408,60,40,123.5,126.8270476,16085.1
10.11.10.25-40.74.78.229-56053-443-6,10.11.10.25,56053,40.74.78.229,443,6,91617,8,6,711,2991,338,0,88.875,144.3858298,1460,0,498.5,734.9845577,40407.34798,152.810068,160,144,246.8,499.1058004,249106.6
10.11.10.25-52.182.143.211-56028-443-6,10.11.10.25,56028,52.182.143.211,443,6,14795163,15,17,1013,6004,326,0,67.53333333,128.7261027,1460,0,353.1764706,628.8296903,474.2766268,2.16286904,408,436,212.6363636,476.1705195,226738.3636
10.11.10.25-40.74.78.229-56053-443-6,40.74.78.229,443,10.11.10.25,56053,6,212399,0,3,0,1506,0,0,0,0,1432,0,502,806.253062,7090.428863,14.12436028,0,72,734.5,805.970016,649587.6667
10.11.10.25-35.186.224.25-56041-443-6,10.11.10.25,56041,35.186.224.25,443,6,11194563,10,10,2148,3283,523,0,214.8,262.3571781,1460,0,328.3,589.6631901,485.1462268,1.786581575,224,224,258.6190476,440.6498016,194172.2476
10.11.10.25-52.182.143.211-56028-443-6,52.182.143.211,443,10.11.10.25,56028,6,4486,1,2,24,239,24,24,24,0,239,0,119.5,168.9985207,58626.83905,668.7472136,20,40,125.5,131.4242494,17272.33333
10.11.10.25-40.74.78.229-56053-443-6,40.74.78.229,443,10.11.10.25,56053,6,164524,3,4,1671,1460,1432,0,557,767.1368848,1460,0,365,730,19030.65814,42.54698403,60,104,573.875,730.5853695,533754.9821
10.11.10.25-35.186.224.25-56039-443-6,10.11.10.25,56039,35.186.224.25,443,6,11463963,10,16,2148,3283,523,0,214.8,262.3571781,1460,0,205.1875,485.3522733,473.7454229,2.267976615,224,380,201.1481481,401.7064278,161368.0541
